timestamp,zone,power_W,voltage_V,current_A,occupancy,temp_C,reduction_factor,power_W_baseline,current_A_baseline
2025-11-10 00:00:00-03:00,OpenOffice,313.16851262029564,230.97153280715105,1.3558749375481467,3,22.71842388512642,0.0,313.16851262029564,1.3558749375481467
2025-11-10 00:00:00-03:00,MeetingRoom,45.348694583058176,230.97153280715105,0.1963388909096513,0,22.077931860292416,0.0,45.348694583058176,0.1963388909096513
2025-11-10 00:00:00-03:00,ServerRoom,1186.8804973399142,230.97153280715105,5.138644069747315,0,27.85951782583049,0.0,1186.8804973399142,5.138644069747315
2025-11-10 00:15:00-03:00,OpenOffice,232.74074916877254,229.3014053696446,1.0149992268629298,3,21.69356981725283,0.0,232.74074916877254,1.0149992268629298
2025-11-10 00:15:00-03:00,MeetingRoom,20.0,229.3014053696446,0.08722144536253087,0,20.04560167045815,0.0,20.0,0.08722144536253087
2025-11-10 00:15:00-03:00,ServerRoom,1207.146194140566,229.3014053696446,5.264451790840923,0,26.96504930049218,0.0,1207.146194140566,5.264451790840923
2025-11-10 00:30:00-03:00,OpenOffice,238.66678639659682,232.19847315338234,1.027856829355384,1,21.31937895961077,0.0,238.66678639659682,1.027856829355384
2025-11-10 00:30:00-03:00,MeetingRoom,33.523713716397836,232.19847315338234,0.1443752547599795,0,20.859895882423523,0.0,33.523713716397836,0.1443752547599795
2025-11-10 00:30:00-03:00,ServerRoom,1164.9336950842926,232.19847315338234,5.016973967416131,0,27.145151088271927,0.0,1164.9336950842926,5.016973967416131
2025-11-10 00:45:00-03:00,OpenOffice,223.29878860305422,229.56245937531008,0.9727147426922473,3,21.01863471021648,0.0,223.29878860305422,0.9727147426922473
2025-11-10 00:45:00-03:00,MeetingRoom,48.401801462225066,229.56245937531008,0.2108437137062262,0,21.630001620921846,0.0,48.401801462225066,0.2108437137062262
2025-11-10 00:45:00-03:00,ServerRoom,1175.177941172504,229.56245937531008,5.119207837250139,0,27.99190166515724,0.0,1175.177941172504,5.119207837250139
2025-11-10 01:00:00-03:00,OpenOffice,266.07959231267205,228.00772092665235,1.1669762376084931,2,21.6574889886953,0.0,266.07959231267205,1.1669762376084931
2025-11-10 01:00:00-03:00,MeetingRoom,26.56611653923943,228.00772092665235,0.11651410939625798,0,21.600568936692547,0.0,26.56611653923943,0.11651410939625798
2025-11-10 01:00:00-03:00,ServerRoom,1158.969391708168,228.00772092665235,5.083026956271345,0,28.10282096871398,0.0,1158.969391708168,5.083026956271345
